taxon	method	feature	func	category	score	preserved_ann	new_ann	map_type	UniRef90	description	taxa_rank	taxa_lineage
Holdemania_filiformis	finalized	Cluster_509583	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y337	ABC transporter, ATP-binding protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_512014	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9YCB0	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_514501	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y4V0	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_521559	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y2Y3	ATPase family associated with various cellular activities (AAA)	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_521614	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9YBD7	GTPase Der	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_521875	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9YAQ7	Cation diffusion facilitator family transporter	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_523020	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9YD69	Purine-nucleoside phosphorylase	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_523545	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y9K4	Methyltransferase domain protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_524649	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y599	Putative hexulose-6-phosphate isomerase	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_525030	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9YD60	Transposase, IS605 OrfB family	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_525033	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9YD63	mRNA interferase	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_526941	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y2U1	50S ribosomal protein L7/L12	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_529605	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9YE66	ABC transporter, ATP-binding protein (Fragment)	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_529610	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9YE64	Putative bacteriocin transport accessory protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_529611	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9YE62	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_531039	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9Y5N4	Transcription-repair-coupling factor	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_531249	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y446	AICARFT/IMPCHase bienzyme	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_532108	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y7V5	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_532924	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y3N3	LemA family protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_535184	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9YAE2	Uncharacterized protein (Fragment)	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_535185	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y4E1	ATPase family associated with various cellular activities (AAA)	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_535621	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9YBQ2	N5-carboxyaminoimidazole ribonucleotide mutase	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_538045	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9YAU9	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_542130	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y4X8	Transcriptional regulator, GntR family	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_543361	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9YBJ5	MATE efflux family protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_543362	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9YBJ8	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_544087	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	RH	UniRef90_U2AIN6	Pentapeptide repeat protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_546045	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y4P7	Glycosyl hydrolase, family 1	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_547002	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9Y7F2	FeS assembly protein SufB	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_547003	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9Y7E9	SufB/sufD domain protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_547005	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y7F6	Primosomal protein N'	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_547006	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y7F4	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_548864	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y3A4	F5/8 type C domain protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_548870	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9Y387	Protein translocase subunit SecA	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_549208	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y303	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_549508	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y6I6	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_550664	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y7G3	Thiamine diphosphokinase	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_550666	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y7G1	Small ribosomal subunit biogenesis GTPase RsgA	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_550967	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y8Q1	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_551665	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y3F5	Transcriptional regulator, AsnC family	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_552710	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y9G8	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_553753	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	RH	UniRef90_A0A1T4KSQ3	DNA gyrase subunit B	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_553755	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9Y5K6	Chromosomal replication initiator protein DnaA	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_553756	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y5K5	Beta sliding clamp	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_553757	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9Y5K3	DNA replication and repair protein RecF	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_553759	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y5K8	HAD hydrolase, family IIB	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_556927	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9YAV6	Acetyltransferase, GNAT family	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_557114	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9Y9T9	Phenylalanine--tRNA ligase beta subunit	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_558049	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y7P5	Putative primosomal protein DnaI	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_558843	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	RH	UniRef90_UPI00051AB301	hypothetical protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_558880	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9Y5A0	L-ribulose-5-phosphate 4-epimerase	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_559247	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y807	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_559544	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9Y6K8	Shikimate kinase	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_560726	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y2W5	RNA methyltransferase, TrmH family, group 3	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_562181	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y871	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_562595	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9YCH8	ComEA protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_564586	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y6R3	Putative 2-deoxy-D-gluconate 3-dehydrogenase	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_565145	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9Y9V4	PTS system, lactose/cellobiose family IIC component	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_566150	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	RH	UniRef90_A0A1C5YQ57	Protein of uncharacterized function (DUF3644)	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_566502	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9YCY0	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_568287	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y7M5	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_568288	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y7M4	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_569990	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y6M0	Uncharacterized protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_570112	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9Y2X6	N-acylglucosamine-6-phosphate 2-epimerase	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_570113	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9Y2X5	PTS system sorbose-specific iic component	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_570978	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y722	ABC transporter, ATP-binding protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_570980	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SU	UniRef90_B9Y725	AMP-binding enzyme	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_570981	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9Y726	HDIG domain protein	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_571765	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9YCS9	Probable glycine dehydrogenase (decarboxylating) subunit 2	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_571969	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	UPI	UniRef90_UPI000E4FE8E1	hypothetical protein	Species	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis
Holdemania_filiformis	finalized	Cluster_574600	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9Y340	Lysine--tRNA ligase	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_574804	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9YEH0	Transposase, IS4 family	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_576460	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9Y2X3	PTS system sorbose subfamily IIB component	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
Holdemania_filiformis	finalized	Cluster_576466	GO:0000272:[BP] polysaccharide catabolic process	BP	0.81	0	1	SC	UniRef90_B9Y9I4	L-fucose isomerase	Terminal	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__Holdemania_filiformis_DSM_12042
